"BRWA","BWWA","GWWA"
"V7526",0.6,0.9091,0.75
"V7527",0.5,0.2727,0.3818
"V7528",0,0.0588,0.0145
"V7529",0,0,0.0481
"V7530",0,0,0.0571
"V7531",0.125,0.0741,0.1442
"V7532",0.125,0.037,0.019
"V7533",0.125,0.1481,0.1058
"V7534",0.125,0.1481,0.1048
"V7535",0.25,0.1481,0.0381
"V7536",0.25,0.2593,0.1456
"V7537",0,0.0769,0.1238
"V7538",0.375,0.1034,0.1204
"V7539",0,0.069,0.0556
"V7540",0.3333,0.4286,0.2222
"V7541",0,0,0.0625
"V7542",0,0.1538,0.0656
"V7543",0,0,0
"V7544",0.25,0.1,0.0167
"V7545",0.25,0.0667,0.1875
"V7546",0,0.0714,0.0625
"V7547",0.4,0.0714,0.1087
"V7548",0.25,0.2,0.0833
"V7549",1,0.6667,0.8125
"V7550",0.6667,0.6923,0.8542
"V7551",0.1429,0.08,0.1579
"V7552",0,0.0769,0.12
"V7553",0.1429,0,0.0722
"V7554",0,0.0357,0.0388
"V7555",0,0.0741,0.0097
"V7556",0,0,0.0097
"V7557",0,0.0417,0.0319
"V7558",0.125,0.1071,0.0485
"V7559",0,0.0357,0.0385
"V7560",0,0.0345,0.0619
"V7561",0.2857,0.3333,0.1413
"V7562",0,0.125,0.1319
"V7563",0.2222,0.0345,0.0367
"V7564",0,0.0345,0.0455
"V7565",0,0,0.055
"V7566",0,0.0345,0.0734
"V7567",0,0.0357,0.0734
"V7568",0,0.1111,0.0857
"V7569",0.1111,0.1538,0.1455
"V7570",0.2222,0.2222,0.2818
"V7571",0.375,0.5556,0.4095
"V7572",0.75,0.5,0.5094
"V7573",0.125,0.0714,0.0459
"V7574",0.125,0,0.055
"V7575",0,0.04,0.023
"V7576",0,0.0833,0.0333
"V7577",0,0,0.0568
"V7578",0,0.069,0.0442
"V7579",0.5556,0.2759,0.375
"V7580",0,0,0.0833
"V7581",0.75,0.4615,0.3864
"V7582",0.125,0.0769,0.0421
"V7583",0.3333,0.375,0.2473
"V7584",0.1111,0.0357,0.0648
"V7585",0,0.1429,0.1009
"V7586",0.1111,0.3571,0.3143
"V7587",0.2222,0,0
"V7588",0,0,0.0519
"V7589",0,0,0.0769
"V7590",0.4,0.3182,0.2179
"V7591",0,0.05,0.0411
"V7592",0.5,0.4091,0.4737
"V7593",0,0,0.0638
"V7594",0.2857,0.1,0.2143
"V7595",0.625,0.4545,0.4255
"V7596",0.625,0.4286,0.4574
"V7597",0.125,0,0.0619
"V7598",0.1667,0.35,0.191
"V7599",0.25,0.1,0.1084
"V7600",0.1667,0.1053,0.0843
"V7601",0.1667,0.1579,0.1125
"V7602",0.2,0.2105,0.0843
"V7603",0.625,0.5,0.4571
"V7604",0.1111,0.2143,0.1376
"V7605",0.1429,0.3182,0.1758
"V7606",0.25,0.56,0.4466
"V7607",0,0.1034,0.0849
"V7608",0.2222,0.2069,0.1204
"V7609",0,0.0357,0.0476
"V7610",0.2,0.1,0.2917
"V7611",0,0.2381,0.1389
"V7612",0,0.0455,0.0139
"V7613",0.2,0.3182,0.2105
"V7614",0,0.0435,0.029
"V7615",0.25,0.1667,0.1644
"V7616",0,0,0.0286
"V7617",0,0.0435,0.029
"V7618",0.2,0.1429,0.0822
"V7619",0,0,0.029
"V7620",0.25,0.48,0.4694
"V7621",0,0.2222,0.0566
"V7622",0.375,0.5,0.3786
"V7623",0,0.1111,0.1415
"V7624",0.2222,0.1071,0.0874
"V7625",0,0,0.0602
"V7626",0,0.0526,0.0723
"V7627",0,0.0526,0.0706
"V7628",0,0.1579,0.1489
"V7629",0,0.1304,0.051
"V7630",0.25,0.2609,0.1856
"V7631",0.1429,0.4737,0.3579
"V7632",0,0.0435,0.1
"V7633",0.1111,0,0.0531
"V7634",0.1667,0.0455,0.0149
"V7635",0,0,0.087
"V7636",0,0.0455,0.0149
"V7637",0,0,0
"V7638",0.25,0.25,0.1714
"V7639",0.4,0,0.0308
"V7640",0,0.1765,0.1194
"V7641",0.6,0.7333,0.5441
"V7642",0,0.0909,0.0745
"V7643",0,0.1304,0.0825
"V7644",0,0,0.0412
"V7645",0,0.3158,0.3333
"V7646",NA,0.2667,0.1837
"V7647",0.6667,0.625,0.6833
"V7648",0.5,0.1538,0.1957
"V7649",0.25,0.2308,0.2929
"V7650",0,0.1154,0.0952
"V7651",0.4444,0.5926,0.4667
"V7652",0.1111,0.0741,0.0667
"V7653",0.4286,0.5862,0.3824
"V7654",0,0,0.0571
"V7655",0,0.0417,0.0667
"V7656",0,0.0833,0.0108
"V7657",0.2857,0.3478,0.3978
"V7658",0.4444,0.1724,0.1504
"V7659",0.4444,0.5172,0.2946
"V7660",0.1111,0.3793,0.3125
"V7661",0.1667,0.0476,0.0617
"V7662",0,0.0476,0.0482
"V7663",0,0,0.0988
"V7664",0.2,0.1429,0.0123
"V7665",0.5,0.1,0.2262
"V7666",0.375,0.4643,0.375
"V7667",0.1111,0.1429,0.0463
"V7668",0,0.0714,0.028
"V7669",1,0.4706,0.3
"V7670",0,0.069,0.0531
"V7671",0.3333,0.3793,0.2946
"V7672",0.1111,0.1034,0.0531
"V7673",1,0.4615,0.7059
"V7674",0.1111,0.037,0.1389
"V7675",0.1111,0.0357,0.0467
"V7676",0.2222,0.1923,0.2212
"V7677",0.1111,0.25,0.219
"V7678",0,0.1667,0.1772
"V7679",0,0.1364,0.0612
"V7680",0,0.1154,0.0467
"V7681",0,0.0435,0.0196
"V7682",0.4286,0.4545,0.4321
"V7683",0,0.0714,0.037
"V7684",0.1111,0.2,0.0917
"V7685",0,0.037,0.0459
"V7686",0.1111,0.1071,0.0183
"V7687",0,0.1379,0.0982
"V7688",0,0.1379,0.1364
"V7689",0,0,0.0714
"V7690",0,0.069,0.0459
"V7691",0.1429,0,0.0577
"V7692",0.1111,0.0345,0.028
"V7693",0.5556,0.3448,0.3056
"V7694",0,0.1111,0.0833
"V7695",0,0.0345,0.028
"V7696",0,0.08,0.1461
"V7697",0,0.0833,0.0698
"V7698",0,0,0.029
"V7699",0,0,0.0441
"V7700",0.2,0.125,0.087
"V7701",0.25,0.1579,0.1935
"V7702",0,0.0556,0.0159
"V7703",0,0,0.0645
"V7704",0,0,0.0645
"V7705",0,0,0.0235
"V7706",0.1429,0.0952,0.0854
"V7707",0,0.08,0.0761
"V7708",0,0.0385,0.0543
"V7709",0,0.0588,0.0656
"V7710",0,0.1053,0.0469
"V7711",0.1429,0.0952,0.1222
"V7712",0.25,0.125,0.0577
"V7713",0.25,0.4091,0.2436
"V7714",0,0.1905,0.1139
"V7715",0,0,0.0541
"V7716",0,0,0.0796
"V7717",0,0.1154,0.0278
"V7718",0,0.0667,0
"V7719",0,0.0667,0.0156
"V7720",0.2222,0.3704,0.2455
"V7721",0.1111,0.1538,0.211
"V7722",0.1111,0,0.0734
"V7723",0,0.36,0.1442
"V7724",0.375,0.5185,0.4536
"V7725",0.1111,0.0345,0.036
"V7726",0,0.1379,0.0561
"V7727",0,0.0833,0.1591
"V7728",0.125,0.2308,0.2778
"V7729",0.125,0.2308,0.2826
"V7730",0.625,0.5417,0.5543
"V7731",0,0,0.0625
"V7732",0.2222,0.4828,0.5221
"V7733",0.3333,0.1429,0.3382
"V7734",0,0,0.0339
"V7735",0.1667,0.2381,0.2381
"V7736",0,0,0.0339
"V7737",0,0.0526,0.075
"V7738",0,0.1,0.2247
"V7739",0,0.0455,0.0532
"V7740",0.1667,0.05,0.0426
"V7741",0,0.0455,0.0745
"V7742",0.75,0.64,0.6282
"V7743",0.2857,0.1429,0.0968
"V7744",0.1111,0.069,0.1062
"V7745",0.2222,0.3103,0.3717
"V7746",0.2222,0.2414,0.1593
"V7747",0.2222,0.3793,0.3628
"V7748",0,0.1667,0.1458
"V7749",0,0.1034,0.2212
"V7750",0,0,0.0796
"V7751",0.1111,0.0357,0.0796
"V7752",0,0.0714,0.0631
"V7753",0,0,0.0721
"V7754",0.25,0.0909,0.0682
"V7755",0,0,0.0115
"V7756",0,0.1818,0.0349
"V7757",0,0,0.0115
"V7758",0,0.1364,0.0345
"V7759",0.1429,0.2917,0.1778
"V7760",0,0.0526,0.082
"V7761",0,0.0556,0.0175
"V7762",0,0.1538,0.058
"V7763",0,0.0417,0.0472
"V7764",0.6667,0.68,0.4854
"V7765",0,0.125,0.1619
"V7766",0.1111,0.2083,0.2941
"V7767",0.1111,0.12,0.1058
"V7768",0.4444,0.3462,0.495
"V7769",0.1111,0.1538,0.0849
"V7770",0,0.08,0.0189
"V7771",0,0,0.0444
"V7772",0,0.1,0.022
"V7773",0,0,0.0667
"V7774",0.25,0.3333,0.28
"V7775",0.6667,0.4091,0.4571
"V7776",0.2222,0.0741,0.0755
"V7777",0.1111,0.1667,0.156
"V7778",0.375,0.4074,0.2929
"V7779",0.25,0.1111,0.1188
"V7780",0.25,0.4167,0.2105
"V7781",0,0,0.0426
"V7782",0,0.2609,0.0638
"V7783",0.125,0.0435,0.0515
"V7784",0.1429,0.4783,0.2727
"V7785",0.1429,0.16,0.0326
"V7786",0,0.087,0.0215
"V7787",0,0,0.0549
"V7788",0.1429,0.1304,0.0538
"V7789",0.2857,0.3333,0.2174
"V7790",0,0.1364,0.0667
"V7791",0,0.069,0.0092
"V7792",0.2222,0.1034,0.1636
"V7793",0.3333,0.1071,0.1416
"V7794",0,0.069,0.0619
"V7795",0.3333,0.0833,0.0556
"V7796",0,0,0.1154
"V7797",0,0.1538,0.1207
"V7798",0,0.069,0.066
"V7799",0.125,0,0.0654
"V7800",0,0.0345,0.0755
"V7801",0,0.0345,0.0187
"V7802",0,0.069,0.0187
"V7803",0.25,0.1786,0.1731
"V7804",0,0,0
"V7805",0,0.1111,0.04
"V7806",0,0.1765,0.0625
"V7807",0,0.1176,0.0962
"V7808",0.2222,0.3684,0.25
"V7809",0,0.0476,0.0247
"V7810",0,0.0455,0.0312
"V7811",0.1111,0.25,0.1979
"V7812",0.1111,0.25,0.1979
"V7813",0.1111,0.25,0.2062
"V7814",0,0,0.0206
"V7815",0.25,0.1154,0.2062
"V7816",0,0,0.0408
"V7817",0,0.0714,0.0648
"V7818",0.5714,0.3846,0.3832
"V7819",0,0.1304,0.0323
"V7820",0.5714,0.36,0.3908
"V7821",0.5714,0.375,0.4091
"V7822",0,0.087,0.044
"V7823",0,0.1304,0.0323
"V7824",0.1429,0.0909,0.0659
"V7825",0.4,0.1875,0.2254
"V7826",0.2,0.1,0.1373
"V7827",0,0,0.0727
"V7828",0,0.0833,0.0388
"V7829",0,0.0417,0.0476
"V7830",0,0.125,0.1287
"V7831",0.2,0.05,0.1111
"V7832",0,0.1,0.0822
"V7833",0,0,0.04
"V7834",0.2,0.0526,0.0658
"V7835",0,0.15,0.0789
"V7836",0,0,0.0395
"V7837",0,0,0.1176
"V7838",0,0.0476,0.0435
"V7839",0,0.0556,0.0645
"V7840",0,0.1667,0.0649
"V7841",0.125,0.0625,0.0633
"V7842",0.4286,0.3333,0.3378
"V7843",0,0,0.125
"V7844",0.125,0.0625,0.1053
"V7845",0.125,0.0385,0.0189
"V7846",0.5556,0.4444,0.4907
"V7847",0.3333,0.16,0.1635
"V7848",0,0.1111,0.2277
"V7849",0,0.1429,0.2022
"V7850",0,0,0
"V7851",0,0.0357,0.0435
"V7852",0,0.0357,0.049
"V7853",0.25,0.12,0.1471
"V7854",0,0.0357,0.0442
"V7855",0.1111,0,0.0714
"V7856",0,0.381,0.2955
"V7857",0.1111,0.0345,0.0357
"V7858",0,0,0.0625
"V7859",0,0,0.0442
"V7860",0.3333,0.5,0.4272
"V7861",0.3333,0.7037,0.598
"V7862",0.1111,0.4483,0.1802
"V7863",0.2222,0.1071,0.1636
"V7864",0.3333,0.4828,0.2991
"V7865",0,0.0435,0.1071
"V7866",0.25,0.4762,0.3976
"V7867",0.1667,0.5,0.4659
"V7868",0.3333,0.4138,0.354
"V7869",0.5556,0.4583,0.56
"V7870",0.1111,0.1739,0.1546
"V7871",0,0.0455,0.0312
"V7872",0.1111,0.2069,0.1858
"V7873",0.1667,0.2,0.1
"V7874",0.2,0.1667,0.0185
"V7875",0.7143,0.5385,0.5579
"V7876",0,0.087,0.0505
"V7877",0.75,0.5556,0.4583
"V7878",0.2222,0.4138,0.3097
"V7879",0.1111,0.1379,0.0177
"V7880",0.2222,0,0.0796
"V7881",0.125,0.0357,0.0381
"V7882",0.125,0.0357,0.0374
"V7883",0.4286,0.25,0.4444
"V7884",0,0.1034,0.0278
"V7885",0,0.1724,0.0187
"V7886",0.25,0.0714,0.1308
"V7887",0.125,0.0357,0.055
"V7888",0,0.125,0.0943
"V7889",0.3333,0.4118,0.3077
"V7890",0,0.0625,0.1515
"V7891",0,0.0625,0.0455
"V7892",0.5,0.6522,0.5769
"V7893",0.125,0.0833,0.0693
"V7894",0.2222,0.087,0.2222
"V7895",0,0.2143,0.186
"V7896",0.2,0.4118,0.2143
"V7897",0,0.0769,0.3404
"V7898",0,0.0345,0.1081
"V7899",0.2222,0.25,0.1667
"V7900",0.3333,0.7143,0.5648
"V7901",0,0.3571,0.4286
"V7902",0.2,0.4286,0.5085
"V7903",0,0.1429,0.1525
"V7904",0,0.1875,0.0164
"V7905",0,0.3333,0.4333
"V7906",0.2,0.375,0.5238
"V7907",0.3333,0.375,0.5
"V7908",0.25,0.4375,0.2759
"V7909",0,0.069,0.0893
"V7910",0.1111,0.0345,0.0536
"V7911",0.1111,0.1034,0.1171
"V7912",0,0.087,0.1071
"V7913",0.2,0.1304,0.0795
"V7914",0.3333,0.4783,0.4111
"V7915",0.1667,0.0455,0.0449
"V7916",0.25,0.1923,0.2708
"V7917",0.4286,0.6,0.6082
"V7918",0.1667,0.25,0.1081
"V7919",0.4,0.2,0.0946
"V7920",0.375,0.3077,0.2929
"V7921",0,0.1481,0.03
"V7922",0,0.25,0.0484
"V7923",0.5714,0.4211,0.4815
"V7924",0.375,0.4,0.4096
"V7925",0.25,0.4211,0.3544
"V7926",0,0,0.0471
"V7927",0,0.0455,0.0449
"V7928",0.1429,0,0.0698
"V7929",0,0.1667,0.1154
"V7930",0.25,0,0.1607
"V7931",0.25,0.0769,0.1765
"V7932",0,0.0833,0.1667
"V7933",0,0.0833,0.1667
"V7934",0,0.0833,0.1667
"V7935",0,0.0833,0.1667
"V7936",0,0.0833,0.1702
"V7937",0,0.0909,0.1915
"V7938",0,0.0909,0.1915
"V7939",0.4,0,0.1644
"V7940",0.2,0.1905,0.2133
"V7941",0,0.05,0.0533
"V7942",0.4,0.2273,0.2632
"V7943",0,0,0.0811
"V7944",0,0.0769,0.2131
"V7945",0.2857,0.3571,0.2985
"V7946",0.6,0.5625,0.5075
"V7947",0,0.0625,0.0615
"V7948",0,0.1176,0.0303
"V7949",0,0.0667,0.1385
"V7950",0.25,0.5385,0.2222
"V7951",0,0,0.04
"V7952",0.2857,0.4,0.3544
"V7953",0.25,0.1429,0.2105
"V7954",0,0.1818,0.046
"V7955",0.5556,0.5185,0.4906
"V7956",0,0.1786,0.0741
"V7957",0.1111,0.1034,0.0561
"V7958",0.1111,0.0714,0.1121
"V7959",0,0,0.0548
"V7960",0,0.0714,0.0811
"V7961",0,0.0714,0.0811
"V7962",0.25,0.1538,0.1169
"V7963",0.6,0.3333,0.5333
"V7964",0.2,0.1429,0.1333
"V7965",0.2222,0.069,0.0804
"V7966",0,0.1071,0.045
"V7967",0,0.069,0.0811
"V7968",0,0.2069,0.2788
"V7969",0.125,0.1724,0.1714
"V7970",0,0.037,0.0192
"V7971",0,0.0741,0.0189
"V7972",0,0.0741,0.0472
"V7973",0.125,0.1429,0.02
"V7974",0.125,0.0714,0.0808
"V7975",0,0.0741,0.0594
"V7976",0.7778,0.5862,0.5676
"V7977",0.1667,0.125,0.1034
"V7978",0,0.125,0.069
"V7979",0.3333,0.4828,0.3238
"V7980",0.1111,0.1034,0.0648
"V7981",0.1111,0.069,0.0273
"V7982",0.5,0.5,0.6034
"V7983",0.5,0.0714,0.2982
"V7984",0,0.0667,0.1207
"V7985",0.3333,0.1176,0.0339
"V7986",0,0.125,0.0385
"V7987",0.3333,0.2069,0.1239
"V7988",0,0.1724,0.125
"V7989",0.1111,0.0357,0.1062
"V7990",0.1111,0.1034,0.1802
"V7991",0,0.1154,0.1273
"V7992",0,0,0.013
"V7993",0,0.0435,0.026
"V7994",0,0,0.039
"V7995",0.6667,0.5357,0.4679
"V7996",0,0,0.0818
"V7997",0,0.0345,0.0446
"V7998",0,0.125,0.0156
"V7999",0,0.4706,0.2424
"V8000",0,0.125,0.1045
"V8001",0.125,0.04,0.012
"V8002",0.1429,0.16,0.0698
"V8003",0.3333,0.3077,0.1667
"V8004",0.5714,0.2083,0.2941
"V8005",0.1667,0.4074,0.2771
"V8006",0,0.0417,0.0805
"V8007",0,0,0.0238
"V8008",0,0.1304,0.012
"V8009",0,0.0833,0.0119
"V8010",0,0.1304,0.012
"V8011",0,0.125,0.0875
"V8012",0.1667,0.0833,0.0875
"V8013",0.375,0.4444,0.434
"V8014",0,0.0345,0.0463
"V8015",0,0.0357,0.0566
"V8016",0,0.0714,0.0459
"V8017",0.5,0.3333,0.4737
"V8018",0,0,0.1887
"V8019",0.1429,0.2,0.1839
"V8020",0,0.1667,0.0595
"V8021",0.4286,0.4737,0.4824
"V8022",0.125,0.0556,0.0854
"V8023",0,0,0.0649
"V8024",0,0,0.0864
"V8025",0,0,0.0435
"V8026",0.4286,0.2759,0.2065
"V8027",0,0.0345,0.033
"V8028",0,0.3793,0.3097
"V8029",0.1111,0.1852,0.1892
"V8030",0,0.069,0.0442
"V8031",0.1111,0.0345,0.0354
"V8032",0.1111,0.0714,0.0354
"V8033",0.4444,0.5556,0.5
"V8034",0.1111,0.0345,0.0442
"V8035",0.1111,0.0345,0.0531
"V8036",0.2222,0,0.0885
"V8037",0.4444,0.4815,0.4159
"V8038",0.4444,0.4483,0.3273
"V8039",0,0.1818,0.0426
"V8040",0,0.1724,0.0472
"V8041",0,0.069,0.0943
"V8042",0.375,0.3571,0.2816
"V8043",0,0,0.0556
"V8044",0.25,0.2143,0.0896
"V8045",0,0.0909,0.0822
"V8046",0,0.0714,0
"V8047",0.25,0.2222,0.1522
"V8048",0,0.1154,0.1111
"V8049",0.1111,0.1724,0.115
"V8050",0,0.0667,0.0563
"V8051",0,0.1538,0.0741
"V8052",0.2857,0.3846,0.4078
"V8053",0.2857,0.64,0.65
"V8054",0.1429,0.4167,0.3467
"V8055",0,0.1053,0.0294
"V8056",0.25,0.4762,0.4872
"V8057",0,0.05,0.058
"V8058",0.1429,0.2105,0.2432
"V8059",0.4444,0.6429,0.5273
"V8060",0.3333,0.1724,0.115
"V8061",0,0.3182,0.1325
"V8062",0.2,0,0.0519
"V8063",0,0,0.0602
"V8064",0.375,0.0741,0.1845
"V8065",0,0.0741,0.049
"V8066",0.5,0.6296,0.5619
"V8067",0.25,0.04,0.181
"V8068",0,0,0.0561
"V8069",0,0,0.0345
"V8070",0.25,0.1176,0.1967
"V8071",0.25,0.625,0.1887
"V8072",0.25,0.1429,0.0196
"V8073",0,0.4286,0.2727
"V8074",0.6,0.375,0.4035
"V8075",0,0.2,0.0625
"V8076",0,0.0909,0.1059
"V8077",0,0.2381,0.0941
"V8078",0,0.0476,0.0233
"V8079",0,0,0.0247
"V8080",0,0,0.0533
"V8081",0,0.24,0.0333
"V8082",0.1111,0,0.0326
"V8083",0,0.08,0.0899
"V8084",0,0,0.0435
"V8085",0,0.1739,0.1556
"V8086",0.125,0.1053,0.314
"V8087",0.875,0.5217,0.5625
"V8088",0,0.1667,0.0833
"V8089",0.1667,0.0588,0.1233
"V8090",0,0.0625,0.0563
"V8091",0.4,0.4286,0.4615
"V8092",0,0.0417,0.039
"V8093",0,0.08,0.05
"V8094",0.125,0,0.066
"V8095",0.1111,0.0345,0.1193
"V8096",0,0.0345,0.0275
"V8097",0,0.1875,0.0946
"V8098",0.1667,0.0667,0.0563
"V8099",0.3333,0.1875,0.0533
"V8100",0,0.0714,0.0423
"V8101",0.1667,0.0667,0.1467
"V8102",0.6,0.3846,0.5769
"V8103",0.7143,0.4375,0.6724
"V8104",0.5714,0.625,0.678
"V8105",0.5,0.5882,0.6724
"V8106",0.1111,0.16,0.0642
"V8107",0,0.3333,0.1574
"V8108",0,0.0345,0.0708
"V8109",0.125,0.0769,0.018
"V8110",0,0,0.0721
"V8111",0.125,0.0769,0.036
"V8112",0.375,0.3846,0.2883
"V8113",0,0.3333,0.0755
"V8114",0.2,0.0556,0.098
"V8115",0.1667,0,0.098
"V8116",0,0.0625,0.04
"V8117",0.1111,0,0.0268
"V8118",0.1111,0,0.0973
"V8119",0,0.0952,0.0732
"V8120",0.375,0.72,0.5862
"V8121",0,0.3333,0.2738
"V8122",0.5,0.0526,0.1573
"V8123",0.125,0.0588,0.0805
"V8124",0,0.1875,0.1455
"V8125",0,0.2,0.1887
"V8126",0,0,0.0566
"V8127",0,0,0.127
"V8128",0.1429,0,0.0862
"V8129",0,0.0385,0.0938
"V8130",0,0.3077,0.3239
"V8131",0,0.1429,0.0286
"V8132",0,0.3846,0.1667
"V8133",0,0.0714,0.058
"V8134",0,0.4375,0.3382
"V8135",0,0.5882,0.4795
"V8136",0,0.2857,0.1194
"V8137",0,0.3333,0.125
"V8138",0.3333,0,0.06
"V8139",0.5,0.3684,0.5593
"V8140",0.5,0.3846,0.5682
"V8141",0,0.2667,0.1364
"V8142",0,0.1176,0.0333
"V8143",0,0.0588,0.0556
"V8144",0.1111,0,0.0631
"V8145",0,0.0357,0.045
"V8146",0.2857,0.1304,0.2165
"V8147",0,0.0435,0.0761
"V8148",0.3333,0.2857,0.4839
"V8149",0.1111,0.069,0.1071
"V8150",0.1111,0.069,0.0708
"V8151",0.2,0.6429,0.2571
"V8152",0.4,0.1818,0.0571
"V8153",0,0.1379,0.0354
"V8154",0.5,0.0625,0.1111
"V8155",0.1111,0.1379,0.2321
"V8156",0.3333,0.5,0.5446
"V8157",0.1111,0.0741,0.2054
"V8158",0.25,0.1739,0.2118
"V8159",0,0.1818,0.1529
"V8160",0.25,0.2273,0.2169
"V8161",0,0.087,0.093
"V8162",0,0,0.0795
"V8163",0,0,0.0625
"V8164",0.1667,0.05,0.1667
"V8165",0.5714,0.56,0.6211
"V8166",0.4444,0.1786,0.2703
"V8167",0,0.0345,0.045
"V8168",0.1111,0.2308,0.1593
"V8169",0,0.0833,0.0326
"V8170",0.1429,0.0833,0.0978
"V8171",0.25,0.4286,0.3846
"V8172",0,0,0.0826
"V8173",0,0.069,0.0367
"V8174",0,0,0.0455
"V8175",0,0,0.0459
"V8176",0,0.5357,0.3619
"V8177",0,0.5357,0.3208
"V8178",0.375,0.3846,0.4848
"V8179",0.3333,0.4615,0.3333
"V8180",0.1111,0.2069,0.0973
"V8181",0.1429,0,0.0189
"V8182",0.2857,0,0.0377
"V8183",0,0.0357,0.0556
"V8184",0.1667,0.3333,0.3365
"V8185",0.1429,0.1429,0.0841
"V8186",0.3333,0.4074,0.5098
"V8187",0,0.3333,0.3462
"V8188",0,0.2963,0.3564
"V8189",0.1667,0.3077,0.2653
"V8190",0,0.2353,0.1296
"V8191",0,0,0.0196
"V8192",0,0.0714,0.0943
"V8193",0,0.0714,0.0619
"V8194",0.125,0.1667,0.2308
"V8195",0.2857,0.2857,0.1333
"V8196",0.1667,0.1429,0.0351
"V8197",0.1429,0.1333,0.1404
"V8198",0,0,0
"V8199",0.1429,0.2,0.0877
"V8200",0,0.1333,0.0175
"V8201",0.125,0.2963,0.2747
"V8202",0,0.1429,0.1319
"V8203",0,0.1071,0.0562
"V8204",0,0.375,0.3256
"V8205",0,0.0385,0.0471
"V8206",0,0.4286,0.2667
"V8207",0,0,0.033
"V8208",0.1429,0.04,0.0549
"V8209",0,0.0385,0.0333
"V8210",0,0.12,0.0667
"V8211",0,0,0.0222
"V8212",0,0.0833,0.0417
"V8213",0,0,0.08
"V8214",1,0.3,0.32
"V8215",1,0.4545,0.3725
"V8216",0,0,0.0442
"V8217",0.1111,0.1724,0.0442
"V8218",0.1111,0.0714,0.1204
"V8219",0.5556,0.3846,0.3394
"V8220",0,0,0.0632
"V8221",0,0.0909,0.0417
"V8222",0,0,0.0753
"V8223",0,0.0435,0.0632
"V8224",0,0.0455,0.0543
"V8225",0,0.0345,0.1062
"V8226",0.4,0.3125,0.4306
"V8227",0,0.0357,0.0708
"V8228",0.1111,0.0345,0.0619
"V8229",0,0,0.0893
"V8230",0,0,0.0885
"V8231",0.4444,0.5,0.4595
"V8232",0,0.1304,0
"V8233",0.125,0.4167,0.1895
"V8234",0.6667,0.6207,0.5089
"V8235",0,0.1333,0.0556
"V8236",0.2,0.1429,0.0714
"V8237",0,0,0.0179
"V8238",0,0.4,0.1277
"V8239",0,0.2222,0.12
"V8240",0.125,0.1538,0.087
"V8241",0,0,0.0659
"V8242",0.2857,0.2857,0.28
"V8243",0,0.0435,0.0519
"V8244",0,0.0909,0
"V8245",0.25,0,0.0625
"V8246",0,0,0.06
"V8247",0.75,0.6364,0.4231
"V8248",0.5,0.4167,0.2885
"V8249",0.2,0,0.06
"V8250",0,0,0.0926
"V8251",0.2,0,0.098
"V8252",0,0.0526,0
"V8253",0.1429,0.1,0
"V8254",0.1429,0.2632,0.2796
"V8255",0.1429,0.1579,0.2022
"V8256",0,0.0476,0.0575
"V8257",0.2222,0.087,0.05
"V8258",0.2857,0.1786,0.2165
"V8259",0.5,0.4444,0.41
"V8260",0,0,0.06
"V8261",0,0.0357,0.0459
"V8262",0,0,0.0561
"V8263",1,0.4286,0.6271
"V8264",0.5,0.4615,0.28
"V8265",0,0.0909,0.2157
"V8266",0.8333,0.6,0.6154
"V8267",0.5,0.0769,0.0417
"V8268",0.5,0.0769,0.125
"V8269",0,0.0667,0.0714
"V8270",0,0,0.0538
"V8271",0.2222,0.1481,0.1284
"V8272",0,0.1333,0.0698
"V8273",0,0.0667,0.093
"V8274",0.6667,0.3448,0.4911
"V8275",0,0.4286,0.4026
"V8276",0.4,0.5,0.44
"V8277",0.2,0.3636,0.3472
"V8278",0.2,0.2857,0.3699
"V8279",0,0.1579,0.1067
"V8280",0,0.0556,0.0794
"V8281",0.6667,0.3684,0.5342
"V8282",0,0.2778,0.082
"V8283",0,0.3125,0.4118
"V8284",0.1111,0.069,0.1416
"V8285",0,0,0.0947
"V8286",0.375,0.04,0.2292
"V8287",0.2,0.0455,0.0375
"V8288",0.3333,0.2609,0.2892
"V8289",0,0,0.0864
"V8290",0.6667,0.1818,0.3077
"V8291",0.1111,0.0714,0.1504
"V8292",0.1111,0,0.0885
"V8293",0,0.3214,0.0796
"V8294",0.5556,0.4286,0.3393
"V8295",0.1111,0,0.0531
"V8296",0,0,0.0667
"V8297",0.1111,0.069,0.027
"V8298",1,0.5714,0.7083
"V8299",0.3333,0.3889,0.48
"V8300",0,0.05,0.0921
"V8301",1,0.9231,0.8667
"V8302",0,0.0625,0.0769
"V8303",0,0.0588,0.1159
"V8304",0.25,0.2941,0.1538
"V8305",0.5556,0.4118,0.3188
"V8306",0.4286,0.08,0.0241
"V8307",0,0.0417,0.0465
"V8308",0.2,0.0435,0.0471
"V8309",0.125,0,0.0686
"V8310",0,0.1,0.0308
"V8311",0,0.3077,0.1923
"V8312",0,0,0.1321
"V8313",0,0.2,0.0196
"V8314",0.6667,0.5,0.3208
"V8315",0,0.1071,0.115
"V8316",0,0.1071,0.0374
"V8317",0,0.0357,0.0901
"V8318",0,0,0.0818
"V8319",0,0.069,0.036
"V8320",0.2222,0.0714,0.0459
"V8321",0.4444,0.5862,0.4811
"V8322",0.2222,0.3846,0.1468
"V8323",0,0.2,0.0323
"V8324",0,0.0667,0.0635
"V8325",0,0.0667,0.0597
"V8326",0.6667,0.4074,0.4815
