"BRWA"	"BWWA"	"GWWA"
"V8721"	0	0.3419	0.13
"V8722"	0	0.3419	0.13
"V8723"	0.35	0.2169	0.2669
"V8724"	0	0	0.1203
"V8725"	0	0.4935	0.3861
"V8726"	0	0.0588	0.0642
"V8727"	0	0	0.0928
"V8728"	0.5	0.5033	0.503
"V8729"	0	0	0.0773
"V8730"	0.6667	0.3052	0.2626
"V8731"	0	0.2881	0.2055
"V8732"	0.5833	0.5108	0.5041
"V8733"	0	0	0.1339
"V8734"	0	0.1732	0.0471
"V8735"	0.5	0.4231	0.4834
"V8736"	0.5	0.2455	0.3256
"V8737"	0	0.2908	0.164
"V8738"	0	0.0556	0.0777
"V8739"	0.25	0	0.0407
"V8740"	0.1429	0.175	0.0603
"V8741"	0.4524	0.175	0.2717
"V8742"	0.1429	0.1208	0.0479
"V8743"	0.5357	0.5147	0.4782
"V8744"	0	0.15	0.0206
"V8745"	0.5238	0.5	0.5032
"V8746"	0.5238	0.5	0.5032
"V8747"	0.5238	0.5	0.5032
"V8748"	0.125	0.037	0.0757
"V8749"	0.5	0.5072	0.4899
"V8750"	0.4	0.3714	0.3426
"V8751"	0	0.0455	0.0728
"V8752"	0.2083	0.3091	0.3193
"V8753"	0.4444	0.4934	0.4395
"V8754"	0.2222	0.0345	0.0769
"V8755"	0.5	0.475	0.3914
"V8756"	0.5	0.1538	0.2828
"V8757"	0.5	0.4338	0.3751
"V8758"	0	0.0677	0.0768
"V8759"	0.5	0.4437	0.4105
"V8760"	0.4	0.404	0.4313
"V8761"	0	0	0.0723
"V8762"	0	0.1421	0.1827
"V8763"	0.25	0.1053	0.0214
"V8764"	0	0.1357	0.1044
"V8765"	0	0.2792	0.191
"V8766"	0.2619	0.1996	0.1703
"V8767"	0.3	0.2403	0.0976
"V8768"	0.3	0.2536	0.1597
"V8769"	0.1667	0.0435	0.1292
"V8770"	0	0.1245	0.1066
"V8771"	0.35	0.3579	0.3149
"V8772"	0.25	0.1491	0.1566
"V8773"	0	0.1286	0.1443
"V8774"	0.1667	0.0667	0.0592
"V8775"	0	0.0625	0.0454
"V8776"	0	0	0.0524
"V8777"	0.2083	0.0677	0.0946
"V8778"	0	0	0.0687
"V8779"	0	0	0.093
"V8780"	0.1111	0.2009	0.1716
"V8781"	0.1111	0.2009	0.1716
"V8782"	0.2917	0.1833	0.1613
"V8783"	0	0.037	0.0704
"V8784"	0	0.1538	0.0374
"V8785"	0	0.2179	0.1125
"V8786"	0	0	0.0569
"V8787"	0	0	0.0569
"V8788"	0	0.1286	0.0189
"V8789"	0	0.0769	0.1252
"V8790"	0.2917	0.2023	0.0349
"V8791"	0	0.0677	0.0355
"V8792"	0.5	0.4516	0.4858
"V8793"	0	0.0815	0.0847
"V8794"	0.2083	0.3904	0.3697
"V8795"	0.1111	0.1068	0.0782
"V8796"	0.2083	0.0677	0.1765
"V8797"	0	0.0677	0.085
"V8798"	0	0.1421	0.0252
"V8799"	0	0.1167	0.1138
"V8800"	0.2619	0.1517	0.0399
"V8801"	0.2619	0.3533	0.2866
"V8802"	0	0.1938	0.0592
"V8803"	0	0.0726	0.0411
"V8804"	0	0.0726	0.1391
"V8805"	0.2321	0.1902	0.2652
"V8806"	0.2619	0.215	0.2507
"V8807"	0.4524	0.5099	0.4842
"V8808"	0	0.0435	0.1087
"V8809"	0.1429	0.115	0.1759
"V8810"	0	0.0435	0.0907
"V8811"	0	0.0435	0.1087
"V8812"	0	0.2908	0.0208
"V8813"	0	0.1333	0.0795
"V8814"	1	0.3429	0.3458
"V8815"	0	0	0.0896
"V8816"	0	0	0.0717
"V8817"	0	0.0357	0.0631
"V8818"	0	0.2807	0.14
"V8819"	0	0.0909	0.1642
"V8820"	0.25	0	0.1161
"V8821"	0.5833	0.478	0.4811
"V8822"	0	0.2429	0.1205
"V8823"	0	0.0625	0.0733
"V8824"	0	0.0588	0.0592
"V8825"	0	0	0.0894
"V8826"	0.25	0.1654	0.1978
"V8827"	0.25	0.114	0.1519
"V8828"	0	0.3099	0.269
"V8829"	0	0.0556	0.0683
"V8830"	0	0.1108	0.061
"V8831"	0.2083	0.4046	0.2182
"V8832"	0	0.0385	0.1524
"V8833"	0.4306	0.443	0.3475
"V8834"	0.1111	0.0769	0.0306
"V8835"	0.125	0.04	0.0505
"V8836"	0	0.0783	0.0796
"V8837"	0	0	0.0883
"V8838"	0	0.2037	0.1182
"V8839"	0.6667	0.5	0.5019
"V8840"	0	0.0417	0.052
"V8841"	0.2857	0.0815	0.1479
"V8842"	0	0.0815	0.1228
"V8843"	0.5238	0.4923	0.5006
"V8844"	0	0.2738	0.2397
"V8845"	0.125	0.037	0.0939
"V8846"	0	0.152	0.132
"V8847"	0.2619	0.085	0.131
"V8848"	0.25	0.0417	0.0411
"V8849"	0.1111	0.101	0.0932
"V8850"	0.2	0.3713	0.289
"V8851"	0	0	0.078
"V8852"	0.2	0.3167	0.2797
"V8853"	0	0.1491	0.0887
"V8854"	0.35	0.5087	0.4936
"V8855"	0.1667	0.1023	0.0454
"V8856"	0	0	0.0575
"V8857"	0.4667	0.3713	0.3666
"V8858"	0	0	0.0583
"V8859"	0.2	0	0.0461
"V8860"	0.2083	0.1462	0.1447
"V8861"	0.2222	0.3091	0.1139
"V8862"	0	0.2222	0.1265
"V8863"	0.1111	0.0357	0.0528
"V8864"	0.1111	0.0701	0.0698
"V8865"	0	0	0.0535
"V8866"	0	0.0754	0.1118
"V8867"	0.1111	0.1068	0.0631
"V8868"	0	0.037	0.104
"V8869"	0.4306	0.453	0.4132
"V8870"	0	0.0345	0.0467
"V8871"	0.2083	0.2578	0.2019
"V8872"	0.25	0	0.0367
"V8873"	0	0.1474	0.086
"V8874"	0	0.0769	0.1787
"V8875"	0.125	0.1362	0.1392
"V8876"	0	0	0.0612
"V8877"	0.1111	0.1305	0.0519
"V8878"	0.4286	0.4928	0.4838
"V8879"	0.1111	0.1621	0.1261
"V8880"	0.2917	0.2925	0.2269
"V8881"	0.125	0.1709	0.1439
"V8882"	0.2321	0.0726	0.2034
"V8883"	0	0.1032	0.0265
"V8884"	0	0	0.0528
"V8885"	0	0.0998	0.0519
"V8886"	0.2917	0.2751	0.283
"V8887"	0.2083	0.037	0.0519
"V8888"	0	0.0833	0.1652
"V8889"	0.5833	0.4808	0.4871
"V8890"	0.25	0.0833	0.1652
"V8891"	0	0	0.1002
"V8892"	0.5139	0.4975	0.4843
"V8893"	0.1111	0.0345	0.0759
"V8894"	0.1111	0	0.0438
"V8895"	0	0	0.1216
"V8896"	0	0	0.1216
"V8897"	0.5333	0.4816	0.4955
"V8898"	0	0.261	0.2601
"V8899"	0.5333	0.4967	0.4961
"V8900"	0.3333	0	0.0879
"V8901"	0.3333	0.0588	0.0911
"V8902"	0.3333	0.4952	0.302
"V8903"	0	0.0556	0.1497
"V8904"	0	0.1491	0.1723
"V8905"	0.3333	0.3203	0.162
"V8906"	0	0.2092	0.1307
"V8907"	0.4821	0.3815	0.3599
"V8908"	0.2917	0.4656	0.4517
"V8909"	0	0.1108	0.1436
"V8910"	0	0.0677	0.0435
"V8911"	0.4167	0.1474	0.0325
"V8912"	0.3333	0.1727	0.0808
"V8913"	0.3333	0.5192	0.5045
"V8914"	0	0	0.0539
"V8915"	0	0.3091	0.2174
"V8916"	0.25	0.1	0.1761
"V8917"	0.3	0.2952	0.3278
"V8918"	0	0.0588	0.057
"V8919"	0	0.114	0.1836
"V8920"	0	0.1857	0.1037
"V8921"	0.4	0.1286	0.2435
"V8922"	0.4	0.2545	0.1476
"V8923"	0.4	0	0.0529
"V8924"	0.4	0	0.0849
"V8925"	0	0.1591	0.1012
"V8926"	0	0.1591	0.1029
"V8927"	0.4	0.5256	0.507
"V8928"	0	0.2348	0.1172
"V8929"	0.35	0.3718	0.489
"V8930"	0	0.3901	0.3471
"V8931"	0	0.0677	0.0619
"V8932"	0	0	0.0609
"V8933"	0.1111	0	0.0524
"V8934"	0	0	0.0938
"V8935"	0	0	0.0857
"V8936"	0.5417	0.5049	0.4974
"V8937"	0	0.2857	0.161
"V8938"	0	0	0.0792
"V8939"	0.5	0.511	0.5023
"V8940"	0.5	0.37	0.3767
"V8941"	0.2917	0.3169	0.1221
"V8942"	0.4583	0.4501	0.3843
"V8943"	0.1429	0.2228	0.1281
"V8944"	0	0.0345	0.0519
"V8945"	0.1111	0.3534	0.2314
"V8946"	0.1111	0.037	0.093
"V8947"	0.3611	0.4212	0.3913
"V8948"	0	0.0998	0.0603
"V8949"	0.5	0.3333	0.4212
"V8950"	0.3333	0.4095	0.1578
"V8951"	0.3333	0.0769	0.1294
"V8952"	0.3611	0.4563	0.3303
"V8953"	0.2222	0.0345	0.0273
"V8954"	0.4444	0.3933	0.4387
"V8955"	0	0.115	0.0288
"V8956"	0.2083	0.115	0.1428
"V8957"	0	0.0783	0.0653
"V8958"	0.55	0.5192	0.5074
"V8959"	0	0.087	0.0419
"V8960"	0	0.0435	0.0522
"V8961"	0	0.0417	0.0628
"V8962"	0.4286	0.4929	0.4794
"V8963"	0	0.0701	0.1089
"V8964"	0	0.0701	0.0435
"V8965"	0.2083	0.2167	0.1546
"V8966"	0.3393	0.4544	0.4545
"V8967"	0	0.0385	0.0486
"V8968"	0	0.0701	0.0349
"V8969"	0.375	0.1724	0.2505
"V8970"	0	0.2564	0.2215
"V8971"	0.5	0.4394	0.4438
"V8972"	0	0	0.0583
"V8973"	0	0.0556	0.0713
"V8974"	0.2	0.0588	0.1413
"V8975"	0	0.0588	0.0592
"V8976"	0	0	0.0592
"V8977"	0.25	0	0.0492
"V8978"	0.35	0.3203	0.2693
"V8979"	0	0.4889	0.3856
"V8980"	0.1667	0.3415	0.4087
"V8981"	0.1667	0.2183	0.216
"V8982"	0.2619	0.2183	0.216
"V8983"	0	0.08	0.0469
"V8984"	0	0.0357	0.0524
"V8985"	0.2083	0.0701	0.0178
"V8986"	0	0.0677	0.0438
"V8987"	0	0.0345	0.0438
"V8988"	0	0	0.0524
"V8989"	0	0.0345	0.0857
"V8990"	0	0.0909	0.2011
"V8991"	0.5	0.5	0.4995
"V8992"	0.25	0	0.0555
"V8993"	0	0.1374	0.2039
"V8994"	0	0.0588	0.0367
"V8995"	0	0.1569	0.086
"V8996"	0	0.0625	0.0976
"V8997"	0.2917	0.3624	0.4021
"V8998"	0.1111	0.037	0.0524
"V8999"	0.5139	0.5028	0.5019
"V9000"	0.2083	0.1068	0.151
"V9001"	0.4722	0.3116	0.3458
"V9002"	0.2083	0.0385	0.0938
"V9003"	0	0.0357	0.084
"V9004"	0	0.0769	0.1189
"V9005"	0.125	0.037	0.0764
"V9006"	0	0	0.0574
"V9007"	0	0.0701	0.0608
"V9008"	0.375	0.3413	0.3061
"V9009"	0.1111	0.0357	0.0686
"V9010"	0	0.35	0.3272
"V9011"	0.3571	0.4357	0.3773
"V9012"	0.1667	0.3971	0.3236
"V9013"	0	0.0625	0.0675
"V9014"	0.1429	0.225	0.1056
"V9015"	0	0.114	0.0684
"V9016"	0	0.0625	0.0551
"V9017"	0.3	0.3971	0.2764
"V9018"	0.125	0.1208	0.2121
"V9019"	0.3571	0.451	0.2859
"V9020"	0.1429	0.225	0.0284
"V9021"	0	0	0.084
"V9022"	0	0.085	0.0471
"V9023"	0.1667	0.0455	0.0677
"V9024"	0	0	0.0794
"V9025"	0	0.0435	0.0679
"V9026"	0.3214	0.1842	0.1142
"V9027"	0.5	0.5062	0.5021
"V9028"	0	0.0998	0.0372
"V9029"	0.125	0	0.0779
"V9030"	0.2	0.4308	0.4327
"V9031"	0.1111	0.0345	0.1707
"V9032"	0	0	0.0773
"V9033"	0.4	0.0667	0.0759
"V9034"	0	0.1429	0.1945
"V9035"	0.6	0.3762	0.3355
"V9036"	0	0.2952	0.3101
"V9037"	0.4	0.2033	0.1168
"V9038"	0	0	0.0613
"V9039"	0.6	0.5037	0.4616
"V9040"	0.4	0.2952	0.1188
"V9041"	0	0.0667	0.0773
"V9042"	0	0	0.0666
"V9043"	0	0.0998	0.0349
"V9044"	0.2083	0.1897	0.0768
"V9045"	0.1111	0	0.0519
"V9046"	0	0.1905	0.0586
"V9047"	0	0.3167	0.1378
"V9048"	0.6667	0.2574	0.1771
"V9049"	0	0	0.1137
"V9050"	0.6667	0.4958	0.5061
"V9051"	0	0.1857	0.1997
"V9052"	0	0.0677	0.0768
"V9053"	0.3214	0.4052	0.3744
"V9054"	0.2083	0	0.0603
"V9055"	0	0.0998	0.0519
"V9056"	0.2083	0.0357	0.0642
"V9057"	0.1111	0.037	0.073
"V9058"	0.2083	0.1362	0.1508
"V9059"	0.3214	0.2648	0.3049
"V9060"	0	0.1396	0.1097
"V9061"	0.4861	0.3917	0.489
"V9062"	0	0.04	0.0492
"V9063"	0	0.1123	0.0511
"V9064"	0.25	0.1374	0.0576
"V9065"	0.3333	0	0.0576
"V9066"	0	0	0.0672
"V9067"	0.2857	0.1958	0.158
"V9068"	0	0.0345	0.0467
"V9069"	0	0.1769	0.1435
"V9070"	0	0	0.0615
"V9071"	0	0.1462	0.1199
"V9072"	0.5357	0.5	0.4937
"V9073"	0.25	0.1196	0.1408
"V9074"	0.125	0	0.0497
"V9075"	0.1111	0.1902	0.0649
"V9076"	0.1667	0.0887	0.0432
"V9077"	0.1667	0.0455	0.0544
"V9078"	0.1111	0.1305	0.0613
"V9079"	0.1111	0.1884	0.0435
"V9080"	0.5	0.5	0.4937
"V9081"	0	0.0385	0.0693
"V9082"	0	0	0.0519
"V9083"	0.5	0.4818	0.4603
"V9084"	0.2	0.0625	0.0576
"V9085"	0.2321	0.3458	0.2821
"V9086"	0.125	0.2023	0.0326
"V9087"	0	0	0.126
"V9088"	0.3	0.2369	0.2494
"V9089"	0.1429	0.0783	0.0442
"V9090"	0.2083	0.2976	0.1572
"V9091"	0	0.0701	0.0775
"V9092"	0	0.0345	0.0608
"V9093"	0.125	0.0455	0.1168
"V9094"	0	0.0887	0.0389
"V9095"	0.2083	0.3116	0.2872
"V9096"	0.3333	0.192	0.0538
"V9097"	0.1667	0.087	0.0622
"V9098"	0	0.2016	0
"V9099"	0	0	0.0553
"V9100"	0.5238	0.4892	0.3814
"V9101"	0.1429	0	0.0817
"V9102"	0	0.0769	0.0638
"V9103"	1	0.5275	0.5053
"V9104"	0	0.1286	0.0444
"V9105"	0	0.1474	0.1061
"V9106"	0	0.1667	0.0217
"V9107"	0	0	0.0524
"V9108"	0.3393	0.037	0.0857
"V9109"	0.2321	0	0.0699
"V9110"	0.2	0	0.0582
"V9111"	0	0.1381	0.1262
"V9112"	0.5	0.4738	0.365
"V9113"	0.5333	0.4286	0.482
"V9114"	0.5333	0.3853	0.4318
"V9115"	0.1667	0	0.0855
"V9116"	0.2	0	0.0492
"V9117"	0	0	0.0524
"V9118"	0.2917	0.2821	0.2815
"V9119"	0.5	0.5273	0.3856
"V9120"	0.3393	0.2368	0.2165
"V9121"	0.3333	0.4641	0.417
"V9122"	0	0.0887	0.0591
"V9123"	0.2321	0.0887	0.2142
"V9124"	0.3929	0.3017	0.244
"V9125"	0.3393	0.4763	0.4038
"V9126"	0	0.164	0.0195
"V9127"	0.5333	0.4257	0.3455
"V9128"	0.2917	0.3559	0.2479
"V9129"	0.4167	0.436	0.4078
"V9130"	0.4167	0.2821	0.365
"V9131"	0.1111	0.1958	0.1472
"V9132"	0.2083	0.3201	0.2868
"V9133"	0.2083	0.2487	0.2078
"V9134"	0.5357	0.5012	0.4995
"V9135"	0.2083	0.0677	0.178
"V9136"	0	0.1653	0.093
"V9137"	0.1111	0.0357	0.162
"V9138"	0	0.0677	0.0519
"V9139"	0.2083	0.1709	0.1853
"V9140"	0	0.1653	0.0369
"V9141"	0	0.1396	0.0183
"V9142"	0.1111	0.037	0.0888
"V9143"	0	0.1396	0.0928
"V9144"	0.1429	0	0.142
"V9145"	0.3	0.3125	0.2483
"V9146"	0.5	0.3128	0.399
"V9147"	0	0	0.0705
"V9148"	0	0.1032	0.0624
"V9149"	0.2321	0.2056	0.283
"V9150"	0.4643	0.4416	0.488
"V9151"	0.2083	0.2564	0.2218
"V9152"	0	0	0.0819
"V9153"	0	0.15	0.0526
"V9154"	0.1111	0.1613	0.0614
"V9155"	0	0.2179	0.1043
"V9156"	0.25	0.0714	0.1071
"V9157"	0.3333	0.4231	0.1002
"V9158"	0	0	0.0638
"V9159"	0	0	0.0978
"V9160"	0.3333	0.3485	0.4019
"V9161"	0	0.2455	0.2259
"V9162"	0	0	0.0811
"V9163"	0	0.0833	0.04
"V9164"	0.3393	0.0677	0.1397
"V9165"	0.2321	0.101	0.0468
"V9166"	0.2	0	0.0437
"V9167"	0.2	0.0887	0.0423
"V9168"	0	0	0.0628
"V9169"	0	0.0417	0.0854
"V9170"	0	0.1299	0.0827
"V9171"	0.381	0.495	0.4869
"V9172"	0.1429	0.425	0.43
"V9173"	0.125	0.0385	0.0402
"V9174"	0	0	0.0875
"V9175"	0.4167	0.4091	0.1761
"V9176"	0	0.0667	0.0476
"V9177"	0.35	0.5	0.4952
"V9178"	0.55	0.2708	0.2249
"V9179"	0.35	0.3203	0.2602
"V9180"	0	0.1785	0.0888
"V9181"	0.3214	0.4762	0.4742
"V9182"	0.2321	0.1068	0.2075
"V9183"	0.5238	0.3	0.2461
"V9184"	0.125	0	0.0796
"V9185"	0.1111	0.1558	0.2309
"V9186"	0.1111	0.0783	0.0824
"V9187"	0	0.0929	0.0375
"V9188"	0.25	0.0556	0.1239
"V9189"	0	0.0526	0.0518
"V9190"	0.2857	0.3743	0.218
"V9191"	0	0.0526	0.0734
"V9192"	0.1111	0	0.0438
"V9193"	0.1111	0.0998	0.0603
"V9194"	0.1111	0.1108	0.0717
"V9195"	0.4167	0.5105	0.503
"V9196"	0	0.05	0.1378
"V9197"	0	0.1959	0.1524
"V9198"	0	0.0714	0.0342
"V9199"	0	0	0.0517
"V9200"	0.25	0	0.0508
"V9201"	0	0.1286	0.1516
"V9202"	0	0.0357	0.0553
"V9203"	0.3611	0.2077	0.2955
"V9204"	0	0.0345	0.1535
"V9205"	0.125	0.1108	0.1366
"V9206"	0.125	0.1068	0.1444
"V9207"	0.125	0.1068	0.1366
"V9208"	0	0.0714	0.1528
"V9209"	0.1667	0.1429	0.0227
"V9210"	0.2	0.3382	0.0903
"V9211"	0.5	0.2429	0.3636
"V9212"	0.2619	0.2235	0.2534
"V9213"	0	0.037	0.048
"V9214"	0	0.1446	0.1597
"V9215"	0	0.037	0.048
"V9216"	0.125	0.1068	0.0394
"V9217"	0.125	0.2308	0.3374
"V9218"	0.4643	0.4267	0.3686
"V9219"	0	0.037	0.0485
"V9220"	0.4643	0.3	0.3304
"V9221"	0	0.037	0.0485
"V9222"	0.2321	0.2733	0.2886
"V9223"	0.1111	0.0701	0.028
"V9224"	0	0.1208	0.0695
"V9225"	0	0.2484	0.05
"V9226"	0.2857	0	0.0345
"V9227"	0	0.1176	0.0494
"V9228"	0.1429	0	0.0666
"V9229"	0	0.2476	0.126
"V9230"	0.6	0.3051	0.3416
"V9231"	0.5	0.5	0.5
"V9232"	0.5	0.5	0.5
"V9233"	0.5	0.5	0.5
"V9234"	0.5	0.5	0.5
"V9235"	0.5	0.5	0.5
"V9236"	0.5	0.5	0.5
"V9237"	0.5	0	0.1592
"V9238"	0	0	0.0597
"V9239"	0.5	0.225	0.3423
"V9240"	0	0	0.0594
"V9241"	0	0.0556	0.075
"V9242"	0.1111	0.0345	0.085
"V9243"	0	0.0345	0.0603
"V9244"	NA	0.1374	0.0213
"V9245"	0.375	0.0345	0.1473
"V9246"	0.4306	0.0677	0.1473
"V9247"	0	0.0345	0.0519
"V9248"	0.5	0.5048	0.5003
"V9249"	NA	0.5	0.4972
"V9250"	0.1429	0.2908	0.328
"V9251"	0.125	0.0701	0.0637
"V9252"	0.3	0.0769	0.0376
"V9253"	0.25	0.1474	0.1188
"V9254"	0.2	0.2692	0.247
"V9255"	0.2	0.2692	0.2168
"V9256"	0.2	0.2879	0.2168
"V9257"	0	0.1591	0.0555
"V9258"	0	0.0833	0.0941
"V9259"	0	0.1374	0.0776
"V9260"	0	0.1	0.1316
"V9261"	0.25	0.0909	0.0566
"V9262"	0.35	0.3269	0.3603
"V9263"	0	0.2692	0.1023
"V9264"	0	0.1374	0.0683
"V9265"	0.2083	0.3325	0.3962
"V9266"	0.5	0.2179	0.2487
"V9267"	0.3	0	0.1057
"V9268"	0	0.1374	0.0724
"V9269"	0.5	0.5	0.5004
"V9270"	0.5	0.5	0.4996
"V9271"	0.5	0.5	0.4988
"V9272"	0.2222	0.1032	0.0956
"V9273"	0.1111	0.2235	0.3773
"V9274"	0.3056	0.2646	0.2816
"V9275"	0.3	0.1842	0.2737
"V9276"	0.2083	0.436	0.2867
"V9277"	0.3056	0.3325	0.26
"V9278"	0.1111	0.0357	0.0872
"V9279"	0.4167	0.4972	0.4202
"V9280"	0.6667	0.0588	0.0476
"V9281"	0.6667	0.319	0.341
"V9282"	0	0	0.0635
"V9283"	0	0.0526	0.0471
"V9284"	0	0.1569	0.1062
"V9285"	0	0.1023	0.072
"V9286"	0	0.1167	0.0982
"V9287"	0	0	0.0618
"V9288"	0.35	0.1833	0.3889
"V9289"	0	0.04	0.0498
"V9290"	0.5	0.1214	0.0877
"V9291"	0	0.1108	0.0356
"V9292"	0.2	0.1978	0.0666
"V9293"	0.4	0	0.0657
"V9294"	0.4	0.1374	0.0272
"V9295"	0.5833	0.4917	0.4858
"V9296"	0.25	0.1978	0.0804
"V9297"	0	0.1111	0.062
"V9298"	0.5238	0.4958	0.5003
"V9299"	0	0.4038	0.3018
"V9300"	0	0.1357	0.22
"V9301"	0.4524	0.4763	0.4706
"V9302"	0.125	0.192	0.2088
"V9303"	0.45	0.3203	0.3333
"V9304"	0.5	0.3392	0.4152
"V9305"	0	0	0.0681
"V9306"	0	0.1286	0.1061
"V9307"	0	0.1857	0.1084
"V9308"	0.5	0.3654	0.2903
"V9309"	0	0.3654	0.3468
"V9310"	0	0.0833	0.0454
"V9311"	0	0.04	0.092
"V9312"	0	0.0357	0.1954
"V9313"	0	0.1032	0.0274
"V9314"	0.2619	0.2369	0.1381
"V9315"	0	0	0.1198
"V9316"	0.5	0.5139	0.497
"V9317"	0	0.2778	0.2018
"V9318"	0	0.0417	0.0617
"V9319"	0.5667	0.132	0.2327
"V9320"	0.3333	0	0.0862
"V9321"	0	0.0833	0.3153
"V9322"	0	0.0385	0.0957
"V9323"	0.4167	0.4038	0.4467
"V9324"	0.1429	0	0.0558
"V9325"	0	0.1978	0.1916
"V9326"	0.2083	0	0.1426
"V9327"	0	0.04	0.0809
"V9328"	0	0.115	0.0539
"V9329"	0	0.0417	0.045
"V9330"	0	0.2385	0.2285
"V9331"	0.4643	0.4908	0.4942
"V9332"	0.3333	0.3846	0.4643
"V9333"	0.5	0.5132	0.4983
"V9334"	0.45	0.4766	0.4584
"V9335"	0.5	0.5	0.4817
"V9336"	0.2	0.0476	0.1503
"V9337"	0.1111	0	0.0519
"V9338"	0.1111	0.1032	0.1398
"V9339"	0.2083	0.1108	0.2791
"V9340"	0.1111	0.0701	0.166
"V9341"	0.1111	0.141	0.1585
"V9342"	0	0.0701	0.0692
"V9343"	0	0.0701	0.0857
"V9344"	0	0.0909	0.0342
"V9345"	0	0	0.0517
"V9346"	0	0.2879	0.2653
"V9347"	0	0.1591	0.0469
"V9348"	0.1429	0.1349	0.0463
"V9349"	0.3571	0.2293	0.1824
"V9350"	0.5	0.4203	0.4093
"V9351"	0.5	0.5028	0.5016
"V9352"	0	0.0887	0.1277
"V9353"	0.1429	0.1299	0.1057
"V9354"	0.1429	0.1245	0.1057
"V9355"	0.2619	0.1357	0.1507
"V9356"	0.1667	0.2167	0.2308
"V9357"	0	0.0345	0.0519
"V9358"	0.5139	0.4865	0.4822
"V9359"	0.4722	0.4754	0.4082
"V9360"	0.125	0	0.0588
"V9361"	0	0	0.1868
"V9362"	0	0	0.1868
"V9363"	0	0.0435	0.0443
"V9364"	0	0.0435	0.0437
"V9365"	0	0.1601	0.1167
"V9366"	0	0.0677	0.101
"V9367"	0	0.0526	0.1682
"V9368"	0	0.0952	0.0923
"V9369"	0	0.0667	0.2571
"V9370"	0	0	0.0734
"V9371"	0.1429	0.3385	0.3527
"V9372"	0.1429	0.0357	0.0895
"V9373"	0	0.1286	0.1946
"V9374"	0	0.1374	0.2361
"V9375"	0	0.2115	0.2126
"V9376"	0	0	0.0737
"V9377"	0	0.2368	0
"V9378"	0	0	0.0754
"V9379"	0.3611	0.4606	0.3511
"V9380"	0.2321	0.1305	0.2977
"V9381"	0.5	0.5125	0.4923
"V9382"	0.25	0.2756	0.1466
"V9383"	0	0	0.075
"V9384"	0	0.4615	0.1919
"V9385"	0	0	0.1635
"V9386"	0.3333	0.2115	0.2932
"V9387"	0.6667	0.3654	0.4347
"V9388"	0.3611	0.1944	0.2058
"V9389"	0	0.2023	0.147
"V9390"	0	0	0.0672
"V9391"	0.3333	0.3864	0.2282
"V9392"	0.5	0.4872	0.4591
"V9393"	0.6	0.5	0.4961
"V9394"	0	0.0783	0.147
"V9395"	0.3393	0.3841	0.4104
"V9396"	0.2222	0.3611	0.4116
"V9397"	0.2321	0.2906	0.353
"V9398"	0.1111	0.2155	0.0857
"V9399"	0.4107	0.3892	0.4288
"V9400"	0.2917	0.3611	0.3255
"V9401"	0	0	0.1089
"V9402"	0	0	0.1167
"V9403"	0	0.0998	0.0603
"V9404"	0.3611	0.3325	0.333
"V9405"	0.4583	0.4877	0.3984
"V9406"	0.375	0.2155	0.3079
"V9407"	0.2083	0.0701	0.0768
"V9408"	0.5	0.3879	0.3224
"V9409"	0.1111	0.0677	0.0686
"V9410"	0	0.0677	0.0435
"V9411"	0	0.0677	0.0353
"V9412"	0	0	0.1522
"V9413"	0.3214	0.2628	0.2472
"V9414"	0.1429	0	0.1775
"V9415"	0.1429	0.085	0.0889
"V9416"	0	0.1167	0.1075
"V9417"	0.5	0.3261	0.161
"V9418"	0	0.0625	0.1298
"V9419"	0	0.037	0.0642
"V9420"	0.1111	0.1349	0.0636
"V9421"	0.2083	0.2222	0.1915
"V9422"	0	0.0345	0.0519
"V9423"	0.1111	0.1305	0.1692
"V9424"	0.1111	0.0998	0.1322
"V9425"	0	0.0909	0.1643
"V9426"	0	0	0.0903
"V9427"	0.2	0.0417	0.0902
"V9428"	0.35	0.3116	0.4106
"V9429"	0	0.1558	0.1021
"V9430"	0	0.0417	0.0763
"V9431"	0	0.0435	0.1732
"V9432"	0.1667	0	0.0755
"V9433"	0	0	0.0603
"V9434"	0.1111	0.2414	0.246
"V9435"	0	0.1083	0.0569
"V9436"	0.5	0.1023	0.0785
"V9437"	0	0	0.0622
"V9438"	0.25	0.4132	0.1543
"V9439"	0.2321	0.5053	0.5015
"V9440"	0.4306	0.4643	0.4603
"V9441"	0.1111	0.0701	0.0435
"V9442"	0.1111	0.0677	0.0603
"V9443"	0.2917	0.3063	0.3872
"V9444"	0.2222	0.0345	0.0435
"V9445"	0.5	0.5055	0.4495
"V9446"	NA	0.0833	0.0404
"V9447"	NA	0.1591	0.1466
"V9448"	NA	0.3346	0.3947
"V9449"	NA	0.1374	0.0695
"V9450"	0.5	0.3125	0.2946
"V9451"	0.5	0	0.0381
"V9452"	0	0.1023	0.0375
"V9453"	0.3	0.1023	0.159
"V9454"	0	0.0974	0.0389
"V9455"	0.3	0.0974	0.1364
"V9456"	0.2	0.1299	0.1772
"V9457"	0	0.0476	0.0735
"V9458"	0	0.0929	0.0736
"V9459"	0.2083	0.2228	0.1566
"V9460"	0	0.0929	0.0316
"V9461"	0.2917	0.3312	0.3852
"V9462"	0.125	0	0.0437
"V9463"	0.35	0.3351	0.2815
"V9464"	0	0	0.0738
