"BRWA"	"BWWA"	"GWWA"
"V7614"	0	0	0.6557
"V7615"	0	0.49	0.444
"V7616"	0	0	0.4908
"V7617"	0	0	0.6557
"V7618"	0.6	0.5041	0.738
"V7619"	0	0	0.4906
"V7620"	-0.0769	-0.2973	-0.0998
"V7621"	0	-0.1064	-0.0244
"V7622"	-0.1667	-0.3171	-0.1041
"V7623"	0	-0.04	-0.0714
"V7624"	-0.0667	-0.0385	-0.0408
"V7625"	0	0	0.2599
"V7626"	0	0	-0.0314
"V7627"	0	0	-0.0307
"V7628"	0	-0.0588	0.0489
"V7629"	0	-0.0476	0.4219
"V7630"	0.3913	-0.1282	0.2055
"V7631"	0.625	0.0795	0.2524
"V7632"	0	0	0.2367
"V7633"	0	0	-0.0228
"V7634"	0	0.7835	0.6633
"V7635"	0	1	0.6212
"V7636"	0	0.6557	0.6633
"V7637"	1	0	1
"V7638"	0	-0.1111	-0.0866
"V7639"	-0.1429	0	-0.0079
"V7640"	0	-0.0667	-0.056
"V7641"	-0.3333	-0.5556	-0.2514
"V7642"	1	0.4684	0.1883
"V7643"	0	-0.0476	0.2941
"V7644"	0	0	0.3167
"V7645"	0	-0.1613	-0.1049
"V7646"	0	-0.12	-0.0909
"V7647"	-0.3333	-0.2397	-0.4271
"V7648"	0	-0.0435	-0.0976
"V7649"	0.5172	-0.1111	0.0412
"V7650"	1	-0.0417	0.1209
"V7651"	0.0588	-0.1685	-0.0115
"V7652"	0	-0.0196	-0.0297
"V7653"	0.1429	-0.1782	0.1243
"V7654"	0	0	-0.0246
"V7655"	0	0	-0.0289
"V7656"	1	-0.0222	0
"V7657"	-0.0909	-0.1892	-0.0198
"V7658"	-0.2308	-0.0769	0.0276
"V7659"	-0.2308	-0.3333	-0.0201
"V7660"	0	-0.2174	-0.0822
"V7661"	0	0	-0.0256
"V7662"	0	0	-0.0186
"V7663"	0	0	-0.0458
"V7664"	0	-0.0526	0
"V7665"	-0.25	-0.027	-0.028
"V7666"	0.1923	0.0277	0.132
"V7667"	0	-0.0588	0.4241
"V7668"	0	-0.0189	0.5602
"V7669"	-1	0.0588	-0.1642
"V7670"	0	-0.0182	0.2267
"V7671"	-0.1429	-0.2174	-0.0201
"V7672"	0	-0.037	-0.0228
"V7673"	-1	-0.0435	-0.5025
"V7674"	0	0	0.0469
"V7675"	0.6364	0	-0.0192
"V7676"	-0.0667	-0.087	-0.0409
"V7677"	0	-0.125	-0.1183
"V7678"	0	-0.0698	-0.0909
"V7679"	0	-0.05	0.3722
"V7680"	0	-0.0417	-0.0192
"V7681"	0	0	0.6594
"V7682"	-0.2	-0.25	-0.1019
"V7683"	0	-0.0189	-0.0142
"V7684"	0	-0.0909	-0.0435
"V7685"	0	0	-0.0189
"V7686"	0	-0.0385	-0.0047
"V7687"	0	-0.0566	0.1061
"V7688"	0	-0.0566	0.1404
"V7689"	0	0	-0.0326
"V7690"	0	-0.0182	0.2663
"V7691"	0	0	-0.02
"V7692"	0	0	0.3896
"V7693"	-0.3333	-0.0332	0.1794
"V7694"	0	-0.04	-0.0388
"V7695"	0	0	0.3896
"V7696"	0	0.7126	0.4689
"V7697"	0	0.4713	0.5376
"V7698"	0	0	0.4906
"V7699"	0	0	0.3834
"V7700"	0	-0.0345	0.2108
"V7701"	0.5714	0.5814	0.5007
"V7702"	0	0.7792	0.8821
"V7703"	0	0	0.3068
"V7704"	0	0	0.4719
"V7705"	0	0	0.6578
"V7706"	0	-0.0256	0.3234
"V7707"	0	0.4725	0.1875
"V7708"	0	0	-0.0225
"V7709"	1	0	0.4714
"V7710"	0	-0.0286	-0.0161
"V7711"	0	-0.0256	0.0935
"V7712"	0	-0.0345	-0.02
"V7713"	0	-0.2353	0.1014
"V7714"	0	-0.0811	-0.0541
"V7715"	0	0	0.3113
"V7716"	0	0	-0.037
"V7717"	0	-0.0417	-0.0094
"V7718"	0	0	1
"V7719"	0	0.65	0
"V7720"	-0.0667	-0.2093	-0.0679
"V7721"	0	-0.0638	-0.0346
"V7722"	0	0	-0.0335
"V7723"	0	-0.2	-0.0729
"V7724"	-0.1667	-0.2256	-0.2886
"V7725"	0	0	-0.0138
"V7726"	0	-0.0566	-0.0242
"V7727"	0	-0.0222	-0.0807
"V7728"	0	0.1329	-0.022
"V7729"	0	0.1329	-0.0898
"V7730"	-0.4	-0.0641	-0.1066
"V7731"	0	0	-0.0278
"V7732"	-0.0667	0.0416	-0.3208
"V7733"	-0.1111	0.726	0.3121
"V7734"	1	0	0.6537
"V7735"	0	0.5	0.3652
"V7736"	0	0	0.6537
"V7737"	0	0	-0.0327
"V7738"	0	-0.027	-0.121
"V7739"	0	0	-0.022
"V7740"	0	0	-0.0164
"V7741"	0	0	-0.0333
"V7742"	-0.5556	-0.2632	-0.2556
"V7743"	-0.0909	-0.0526	-0.0455
"V7744"	0	-0.0182	-0.0516
"V7745"	0.5429	-0.1667	-0.0446
"V7746"	-0.0667	0.0968	0.098
"V7747"	0.4074	-0.2174	0.0192
"V7748"	0	-0.0476	0.1521
"V7749"	0	-0.037	-0.0471
"V7750"	0	0	-0.037
"V7751"	0	0	-0.037
"V7752"	0	-0.0189	-0.028
"V7753"	0	0	-0.0329
"V7754"	-0.0769	-0.0244	0.4679
"V7755"	0	0	0.7962
"V7756"	0	-0.0769	0.5573
"V7757"	0	1	0.7962
"V7758"	0	-0.05	-0.0118
"V7759"	0.7273	-0.15	0.3649
"V7760"	0	0.6538	0.25
"V7761"	0	0.6531	0.6627
"V7762"	0	-0.0435	-0.0226
"V7763"	0	0	-0.0194
"V7764"	-0.4545	-0.351	-0.1489
"V7765"	0	-0.0455	0.1746
"V7766"	0	0.1844	-0.007
"V7767"	0	-0.0435	-0.051
"V7768"	0.0588	0.0964	-0.2045
"V7769"	0	-0.0638	-0.0396
"V7770"	0	0.4725	-0.0048
"V7771"	0	0	0.481
"V7772"	0	-0.027	0.6584
"V7773"	0	0	0.2204
"V7774"	-0.0769	-0.1724	0.1527
"V7775"	-0.2973	0.2025	0.0864
"V7776"	-0.0667	-0.0196	0.4629
"V7777"	0	-0.0698	-0.08
"V7778"	0.1923	0.0035	0.113
"V7779"	-0.0769	-0.04	0.084
"V7780"	-0.0769	0.0837	0.2534
"V7781"	0	1	-0.0164
"V7782"	0	-0.1282	0.2218
"V7783"	0	0	-0.0213
"V7784"	0.75	-0.0661	0.4588
"V7785"	0	-0.0667	0.3879
"V7786"	1	0.4699	0.7412
"V7787"	0	1	-0.0227
"V7788"	0.625	-0.0476	0.4207
"V7789"	0.3684	0.3083	0.4681
"V7790"	0	-0.05	0.2204
"V7791"	1	-0.0182	0.6646
"V7792"	0.4074	0.6164	0.406
"V7793"	-0.1429	-0.0385	-0.0718
"V7794"	0	-0.0182	-0.0275
"V7795"	0	0	0.3789
"V7796"	0	0	0.1969
"V7797"	0	-0.0435	-0.0556
"V7798"	0	-0.0182	-0.0294
"V7799"	0	0	0.3333
"V7800"	0	0	0.4629
"V7801"	0	0	0.6597
"V7802"	1	-0.0182	0.494
"V7803"	-0.0769	0.2012	0.4467
"V7804"	1	1	0
"V7805"	0	0.4603	-0.0103
"V7806"	1	0.5676	0.8317
"V7807"	0	0.6893	0.7255
"V7808"	0.4074	0.0079	0.4043
"V7809"	0	0	0.4921
"V7810"	1	0	-0.0106
"V7811"	0.75	0.262	0.3931
"V7812"	0.75	0.262	0.3931
"V7813"	0.75	0.262	0.3746
"V7814"	0	0	0.659
"V7815"	-0.0769	0.3534	0.2564
"V7816"	1	0	-0.0157
"V7817"	0	-0.0189	-0.0288
"V7818"	-0.3333	-0.0638	-0.0806
"V7819"	0	-0.0476	0.388
"V7820"	-0.3333	0.2174	0.0928
"V7821"	-0.3333	0.2008	0.0628
"V7822"	0	-0.0233	0.3156
"V7823"	0	-0.0476	-0.011
"V7824"	0	-0.0244	0.469
"V7825"	-0.1429	0.3182	0.3301
"V7826"	0	-0.027	-0.0638
"V7827"	0	0	-0.0286
"V7828"	1	-0.0222	0.3177
"V7829"	0	0	-0.0196
"V7830"	0	-0.0455	0.0688
"V7831"	0.6	0.6545	0.3731
"V7832"	0	0.7008	0.624
"V7833"	1	0	-0.0137
"V7834"	0.6	0.6538	0.5149
"V7835"	1	0.587	0.6259
"V7836"	1	0	-0.0135
"V7837"	0	0	0.1438
"V7838"	0	0	-0.0149
"V7839"	0	0	-0.0252
"V7840"	0	-0.0625	-0.027
"V7841"	0	0.6512	-0.0263
"V7842"	-0.2	0.3137	-0.0654
"V7843"	0	0	-0.0604
"V7844"	0.6316	0	-0.049
"V7845"	0	0	0.494
"V7846"	-0.1111	-0.047	-0.2063
"V7847"	-0.1429	-0.0667	-0.0842
"V7848"	1	0.3554	0.2437
"V7849"	0	0.5878	0.1947
"V7850"	0	0	1
"V7851"	0	0.6582	0.4815
"V7852"	0	0	-0.0202
"V7853"	-0.0769	-0.0435	0.1343
"V7854"	0	0	-0.0182
"V7855"	0	0	-0.0326
"V7856"	1	0.1667	0.4111
"V7857"	0	0	-0.0137
"V7858"	0	0	-0.0278
"V7859"	0	0	0.267
"V7860"	-0.1429	-0.3143	0.0075
"V7861"	0.3514	-0.4236	-0.2444
"V7862"	0	-0.2727	0.0702
"V7863"	-0.0667	0.3571	-0.0846
"V7864"	-0.1429	-0.1105	0.0208
"V7865"	0	0	-0.0506
"V7866"	0	-0.1429	-0.1418
"V7867"	0.6154	-0.0896	-0.1263
"V7868"	0.2258	-0.1126	0.1153
"V7869"	-0.1111	0.1028	-0.1223
"V7870"	0	0.2542	0.1299
"V7871"	0	0.6557	-0.0106
"V7872"	0	-0.098	-0.098
"V7873"	0	-0.0769	-0.0442
"V7874"	0	-0.0476	0
"V7875"	-0.5	-0.0638	-0.115
"V7876"	0	-0.0233	-0.0208
"V7877"	-0.5	-0.0968	0.0086
"V7878"	-0.0667	-0.2444	-0.0802
"V7879"	0	-0.0566	-0.0045
"V7880"	-0.0667	0	0.1443
"V7881"	0	0	-0.0146
"V7882"	0	0	-0.0144
"V7883"	-0.2	0.0913	-0.2448
"V7884"	0	-0.037	-0.0094
"V7885"	0	-0.0769	-0.0047
"V7886"	-0.0769	-0.0189	0.059
"V7887"	0	0	0.2258
"V7888"	0	-0.0345	-0.04
"V7889"	0.3333	-0.0275	0.3036
"V7890"	0	0	0.2083
"V7891"	0	0	-0.0156
"V7892"	-0.2	-0.2941	-0.192
"V7893"	0	-0.0222	-0.0309
"V7894"	-0.0667	-0.0233	0.031
"V7895"	0	0.4583	0.4474
"V7896"	0.6667	0.2057	0.5773
"V7897"	1	0.6471	0.252
"V7898"	0	0	-0.0526
"V7899"	-0.0667	-0.125	0.0936
"V7900"	0.3514	-0.4211	-0.1369
"V7901"	1	-0.1818	0.0548
"V7902"	0.6	0.1613	-0.0087
"V7903"	1	-0.04	0.1062
"V7904"	0	-0.0714	0.6629
"V7905"	1	0.3519	0.0753
"V7906"	0.6	0.28	-0.0568
"V7907"	0	0.28	-0.008
"V7908"	0.5714	0.0625	0.1111
"V7909"	0	-0.0182	-0.0423
"V7910"	0	0	-0.023
"V7911"	0	-0.037	0.1763
"V7912"	0	-0.0233	-0.0506
"V7913"	0	-0.0476	-0.0357
"V7914"	0.4118	-0.0661	-0.125
"V7915"	0	0	-0.0173
"V7916"	-0.0769	-0.087	-0.0219
"V7917"	0.2174	-0.1803	-0.2375
"V7918"	0	-0.1111	0.1487
"V7919"	-0.1429	0.3115	-0.0429
"V7920"	0.3	0.2958	0.3984
"V7921"	0	0.4286	0.3889
"V7922"	1	-0.1	-0.0167
"V7923"	-0.3333	0.1628	0.0379
"V7924"	0.3	-0.0411	0.033
"V7925"	0.5172	0.1628	0.1869
"V7926"	0	0	0.3143
"V7927"	1	0.6557	-0.0173
"V7928"	0	0	-0.0303
"V7929"	1	0.4359	0.4426
"V7930"	0	0	0.1016
"V7931"	0	0	-0.087
"V7932"	0	0	-0.0805
"V7933"	0	0	-0.0805
"V7934"	0	0	-0.0805
"V7935"	0	0	-0.0805
"V7936"	0	0	-0.0824
"V7937"	0	0	-0.0952
"V7938"	0	0	-0.0952
"V7939"	-0.1429	0	-0.0827
"V7940"	0	0.2453	0.0836
"V7941"	0	0	-0.0207
"V7942"	-0.1429	-0.1053	-0.145
"V7943"	0	0	-0.0355
"V7944"	0	0	-0.1111
"V7945"	0.3684	-0.1818	0.0531
"V7946"	-0.3333	-0.0976	-0.0186
"V7947"	0	0	-0.024
"V7948"	0	-0.0323	-0.0078
"V7949"	0	0	-0.0667
"V7950"	0	-0.1507	0.209
"V7951"	0	0	0.6512
"V7952"	-0.0909	0.1864	0.2705
"V7953"	0.3913	-0.0526	0.2147
"V7954"	0	-0.0769	0.4804
"V7955"	-0.1111	-0.2256	-0.0392
"V7956"	0	-0.08	0.3929
"V7957"	0	-0.037	0.3746
"V7958"	0	-0.0189	0.0875
"V7959"	0	0	-0.0213
"V7960"	0	0	-0.0355
"V7961"	0	0	-0.0355
"V7962"	0	-0.0435	-0.0556
"V7963"	-0.3333	-0.1667	-0.1935
"V7964"	0	-0.04	-0.0647
"V7965"	-0.0667	-0.0182	-0.0374
"V7966"	0	-0.0385	-0.0185
"V7967"	0	-0.0182	-0.0377
"V7968"	1	0.5544	0.3439
"V7969"	0.6316	0.2045	0.3724
"V7970"	1	0	0.4939
"V7971"	1	0.4747	0.6596
"V7972"	0	0.4747	0.2657
"V7973"	0	0.2703	-0.0051
"V7974"	0	0.6376	-0.037
"V7975"	0	-0.0196	-0.0256
"V7976"	-0.6	-0.2081	-0.1772
"V7977"	0	-0.0345	-0.0459
"V7978"	1	-0.0345	0.5682
"V7979"	0.2258	-0.1915	0.2264
"V7980"	0	-0.037	-0.0288
"V7981"	0	-0.0182	0.3899
"V7982"	-0.25	0.0164	-0.2018
"V7983"	0.0625	0	0.0165
"V7984"	0	0	-0.0556
"V7985"	0	-0.0323	-0.0087
"V7986"	0	-0.0345	-0.0099
"V7987"	-0.1429	-0.098	0.0628
"V7988"	0	-0.0769	-0.0622
"V7989"	0	0	-0.0516
"V7990"	0	-0.037	-0.0945
"V7991"	0	-0.0417	-0.0634
"V7992"	0	0	0.7957
"V7993"	0	0	0.4916
"V7994"	0	1	0.3854
"V7995"	-0.2973	-0.0887	-0.0458
"V7996"	0	0	-0.0381
"V7997"	0	0	-0.0183
"V7998"	0	-0.0345	0.6631
"V7999"	1	0.0588	0.5167
"V8000"	0	0.4545	0.1735
"V8001"	0.6316	0.6571	0
"V8002"	0	0.4217	0.5376
"V8003"	0.3333	0.2366	0.5448
"V8004"	-0.0909	0.4889	0.3199
"V8005"	0.6154	0.1989	0.4455
"V8006"	0	0	-0.0361
"V8007"	0	1	0.6577
"V8008"	0	-0.0476	0.9175
"V8009"	0	-0.0222	0.7961
"V8010"	0	-0.0476	0.9276
"V8011"	0	0.5141	0.4899
"V8012"	0	-0.0222	0.3223
"V8013"	-0.1667	0.0983	-0.0439
"V8014"	0	0	-0.019
"V8015"	0	0	0.2251
"V8016"	0	-0.0189	-0.0189
"V8017"	0	0.2258	-0.3023
"V8018"	0	0	-0.0947
"V8019"	0	-0.0857	-0.0955
"V8020"	0	-0.0625	-0.0247
"V8021"	0.1429	0.069	0.0143
"V8022"	0	0	-0.0385
"V8023"	0	0	-0.027
"V8024"	0	0	-0.039
"V8025"	0	0	0.4815
"V8026"	-0.2	-0.1429	0.268
"V8027"	0	0	0.3878
"V8028"	0	-0.2174	-8e-04
"V8029"	0	-0.0833	0.0579
"V8030"	0	-0.0182	0.267
"V8031"	0	0	0.3191
"V8032"	0	-0.0189	-0.0136
"V8033"	0.0588	-0.2	-0.0647
"V8034"	0	0	-0.0182
"V8035"	0	0	-0.0228
"V8036"	-0.0667	0	-0.0419
"V8037"	-0.2308	-0.1818	-0.0509
"V8038"	-0.2308	-0.2727	-0.1407
"V8039"	0	-0.0769	0.3162
"V8040"	0	-0.0769	-0.0194
"V8041"	0	-0.0182	-0.0448
"V8042"	-0.1667	-0.2	0.1524
"V8043"	0	0	-0.0216
"V8044"	0	0.4583	0.4568
"V8045"	0	0	0.3619
"V8046"	0	0.6486	1
"V8047"	-0.0769	-0.1064	0.1432
"V8048"	0	-0.0417	-0.0533
"V8049"	0	-0.0769	-0.0566
"V8050"	0	0	-0.0219
"V8051"	0	-0.0638	0.1657
"V8052"	0.3684	0.1166	-0.003
"V8053"	0.4783	-0.28	-0.3355
"V8054"	0.625	0.0837	-0.1351
"V8055"	0	-0.0286	-0.0075
"V8056"	0.5172	-0.1429	-0.1967
"V8057"	0	0	-0.0226
"V8058"	0	-0.0909	-0.1318
"V8059"	-0.2308	-0.2756	-0.1231
"V8060"	-0.1429	-0.0769	0.0761
"V8061"	0	-0.1667	0.088
"V8062"	0	0	-0.0201
"V8063"	0	0	-0.025
"V8064"	-0.1667	-0.0196	0.0749
"V8065"	0	-0.0196	-0.0202
"V8066"	0	-0.4444	-0.251
"V8067"	-0.0769	0	-5e-04
"V8068"	0	0	-0.0242
"V8069"	0	0	0.4888
"V8070"	0	-0.0323	-0.1009
"V8071"	0	-0.4286	0.0698
"V8072"	0	-0.04	0
"V8073"	0	-0.013	-0.0345
"V8074"	-0.3333	-0.2	-0.1698
"V8075"	0	-0.0769	0.5714
"V8076"	0	-0.0244	0.131
"V8077"	1	0.3151	0.3824
"V8078"	0	0.6552	-0.0059
"V8079"	0	0	0.6574
"V8080"	0	0	0.3116
"V8081"	0	0.1273	0.3876
"V8082"	0	1	0.7126
"V8083"	1	0.4725	0.6182
"V8084"	0	0	0.3158
"V8085"	1	0.2542	0.2178
"V8086"	0	0.4627	-0.1141
"V8087"	-0.75	-0.3333	-0.2408
"V8088"	0	0.49	-0.0365
"V8089"	0	0	-0.0588
"V8090"	0	0	-0.0219
"V8091"	-0.1429	0.1034	0.0827
"V8092"	1	0	0.5556
"V8093"	0	-0.0213	-0.0194
"V8094"	0	0	0.4302
"V8095"	0.6364	0	0.3191
"V8096"	0	0	0.3898
"V8097"	0	-0.0714	-0.0429
"V8098"	0	0	-0.0219
"V8099"	-0.1111	-0.0714	-0.0207
"V8100"	0	0	-0.0145
"V8101"	0	0	-0.0725
"V8102"	-0.0909	0.1892	-0.3021
"V8103"	-0.5	0.1532	-0.3876
"V8104"	-0.3333	-0.3043	-0.4721
"V8105"	-0.25	-0.2598	-0.4087
"V8106"	0	-0.0667	-0.0286
"V8107"	0	-0.1795	0.327
"V8108"	0	0	-0.0323
"V8109"	0	0.4737	-0.0046
"V8110"	0	0	-0.0329
"V8111"	0	-0.0204	0.3189
"V8112"	0.1923	-0.2195	0.0974
"V8113"	0	-0.1724	0.676
"V8114"	0	0	0.2424
"V8115"	0	0	-0.0417
"V8116"	0	0	0.4869
"V8117"	0	0	0.3901
"V8118"	0	0	0.1066
"V8119"	0	-0.0256	-0.0318
"V8120"	0.1923	-0.4845	-0.2193
"V8121"	0	-0.1724	-0.1528
"V8122"	-0.25	0	-0.0798
"V8123"	0	0	-0.0361
"V8124"	0	-0.0714	-0.0693
"V8125"	0	-0.0588	-0.0947
"V8126"	0	0	-0.0196
"V8127"	0	0	-0.0598
"V8128"	0	0	-0.0364
"V8129"	0	0	-0.044
"V8130"	1	-0.1429	0.099
"V8131"	0	-0.04	-0.0073
"V8132"	0	-0.2	0.0575
"V8133"	0	0	-0.0226
"V8134"	0	-0.25	-0.1199
"V8135"	0	-0.2598	-0.1175
"V8136"	0	0.1875	0.3684
"V8137"	0	0.1026	0.435
"V8138"	0	0	-0.0208
"V8139"	-0.2	0.2544	-0.1586
"V8140"	-0.2	-0.2	-0.3871
"V8141"	1	0.2	0.2627
"V8142"	0	-0.0323	-0.0114
"V8143"	1	0	0.52
"V8144"	0	0	-0.028
"V8145"	0	0	-0.0185
"V8146"	-0.0909	-0.0476	0.1537
"V8147"	0	0.6562	-0.0341
"V8148"	0	0.1875	-0.0991
"V8149"	0	-0.0182	0.0902
"V8150"	0	-0.0182	-0.0323
"V8151"	0.6	-0.2581	0.4699
"V8152"	0.2727	-0.0526	0.6397
"V8153"	0	-0.0566	-0.0136
"V8154"	0	0	-0.0495
"V8155"	0	0.2727	-0.0568
"V8156"	0.2258	-0.1284	-0.1632
"V8157"	0	-0.0196	-0.0311
"V8158"	0.3913	0.5644	0.482
"V8159"	1	0.4085	0.3953
"V8160"	0.3913	0.4134	0.4772
"V8161"	0	-0.0233	-0.0429
"V8162"	0	0	-0.0357
"V8163"	0	0	-0.027
"V8164"	0	0	-0.0857
"V8165"	-0.0909	-0.1016	-0.2511
"V8166"	-0.2308	-0.08	-0.1518
"V8167"	0	0	-0.0185
"V8168"	0	-0.1111	0.098
"V8169"	0	0.4713	-0.0111
"V8170"	0.625	-0.0222	-0.046
"V8171"	0.3913	0.1589	0.2326
"V8172"	0	1	0.2681
"V8173"	0	-0.0182	-0.0141
"V8174"	0	0	0.2665
"V8175"	0	0	0.2663
"V8176"	0	-0.25	0.0575
"V8177"	0	-0.35	0.1148
"V8178"	0.3	0.0421	-0.1221
"V8179"	0	-0.2632	-0.1892
"V8180"	0	-0.098	0.1066
"V8181"	0	1	0.494
"V8182"	-0.0909	0	0.3182
"V8183"	0	0	-0.0239
"V8184"	0.6154	-0.0086	0.1186
"V8185"	0	0.2703	0.2673
"V8186"	0.4118	0.1989	-0.0246
"V8187"	0	0.1875	-0.0329
"V8188"	1	0.381	0.2278
"V8189"	0	0.0291	0.217
"V8190"	0	0.2195	0.3958
"V8191"	0	0	0.6622
"V8192"	0	0	-0.04
"V8193"	0	-0.0189	-0.0275
"V8194"	0	0.49	0.1557
"V8195"	0.3684	0.1875	0.6763
"V8196"	0	-0.04	0.7352
"V8197"	0	0.6782	0.6433
"V8198"	0	1	1
"V8199"	0.7273	0.6147	0.8126
"V8200"	1	0.451	0.8503
"V8201"	0	0.2464	0.288
"V8202"	0	0.4316	0.2653
"V8203"	0	-0.0385	-0.0233
"V8204"	1	0.2008	0.3085
"V8205"	1	0	0.3143
"V8206"	1	0.1034	0.4327
"V8207"	0	1	-0.0112
"V8208"	0.625	0	0.5894
"V8209"	0	0	0.3876
"V8210"	1	0.3514	0.6656
"V8211"	0	0	0.6583
"V8212"	0	0.6452	-0.0108
"V8213"	0	0	-0.0316
"V8214"	0	0.25	0.0776
"V8215"	0	0.1071	0.263
"V8216"	0	0	0.267
"V8217"	0	-0.0769	0.267
"V8218"	0	0.4757	-0.0594
"V8219"	-0.1111	-0.0638	0.0822
"V8220"	0	0	-0.0273
"V8221"	0	-0.0244	-0.016
"V8222"	0	0	-0.0337
"V8223"	0	0	-0.0273
"V8224"	0	0	-0.0225
"V8225"	0	0	-0.0516
"V8226"	0.2727	0.3363	0.1168
"V8227"	0	0.6582	-0.0323
"V8228"	0	0	-0.0275
"V8229"	0	0	-0.0423
"V8230"	0	0	-0.0419
"V8231"	0.0588	-0.1284	-0.1258
"V8232"	1	-0.0476	1
"V8233"	0.7407	0.0837	0.4123
"V8234"	-0.2973	-0.2632	-0.0668
"V8235"	0	0.451	0.6419
"V8236"	0	-0.04	0.6784
"V8237"	0	0	0.6626
"V8238"	0	-0.2	0.6502
"V8239"	0	-0.0667	-0.0538
"V8240"	0	-0.0638	0.1594
"V8241"	0	0	0.2208
"V8242"	-0.0909	0.2357	0.4114
"V8243"	0	0	0.4777
"V8244"	0	0.4684	1
"V8245"	0	0	-0.0217
"V8246"	0	0	-0.0208
"V8247"	-0.5	-0.4286	-0.0655
"V8248"	-0.2	-0.2222	0.0438
"V8249"	0	1	-0.0208
"V8250"	0	0	-0.0392
"V8251"	0	1	-0.0417
"V8252"	1	0	1
"V8253"	0	-0.027	1
"V8254"	0.625	0.4706	0.3264
"V8255"	0.625	-0.0588	0.1387
"V8256"	0	0	0.519
"V8257"	-0.0667	-0.0233	-0.0206
"V8258"	-0.0909	-0.08	0.0409
"V8259"	-0.25	-0.047	-0.0741
"V8260"	0	0	-0.0259
"V8261"	0	0	-0.0189
"V8262"	0	0	-0.0242
"V8263"	-1	0.1034	-0.2462
"V8264"	-0.25	-0.2632	-0.1529
"V8265"	0	0	-0.1111
"V8266"	-0.6667	-0.1667	-0.2929
"V8267"	0	0	-0.0108
"V8268"	0	0	-0.0562
"V8269"	0	0	-0.0311
"V8270"	0	0	-0.0222
"V8271"	-0.0667	-0.0612	-0.064
"V8272"	0	-0.037	0.5418
"V8273"	0	0	0.4581
"V8274"	-0.2973	0.2113	-0.0383
"V8275"	1	0.0909	0.0063
"V8276"	-0.1429	-0.1098	-0.1774
"V8277"	0	-0.1765	-0.0725
"V8278"	0	-0.1304	-0.0989
"V8279"	0	-0.0588	0.1494
"V8280"	0	0	-0.0333
"V8281"	-0.3333	0.131	-0.1685
"V8282"	0	0.1414	-0.0345
"V8283"	0	0.3363	0.0157
"V8284"	0	-0.0182	0.1267
"V8285"	0	0	-0.0444
"V8286"	-0.1667	0	-0.0424
"V8287"	0	0	-0.0128
"V8288"	-0.1111	0.1141	-0.025
"V8289"	0	0	-0.039
"V8290"	-0.4286	-0.0769	-0.0382
"V8291"	0	-0.0189	-0.0769
"V8292"	0	0	-0.0419
"V8293"	0	-0.1739	0.1443
"V8294"	-0.3333	0.0357	-0.0703
"V8295"	0	0	-0.0228
"V8296"	0	1	-0.0261
"V8297"	0	-0.0182	-0.0092
"V8298"	0	-0.3684	-0.5033
"V8299"	0.4118	-0.0085	-0.1513
"V8300"	0	0	-0.0417
"V8301"	-1	-0.8462	-0.7316
"V8302"	0	0	-0.0323
"V8303"	0	0	-0.0543
"V8304"	-0.0769	-0.1429	-0.0756
"V8305"	-0.3333	-0.2308	0.0216
"V8306"	-0.2	0.4725	-0.0061
"V8307"	0	0	-0.018
"V8308"	0	0	0.4799
"V8309"	0	1	0.3318
"V8310"	0	-0.027	0.49
"V8311"	0	0.1724	0.4314
"V8312"	0	1	-0.0612
"V8313"	0	-0.0588	0.7934
"V8314"	-0.3333	0.0426	0.3631
"V8315"	0	-0.0385	-0.0566
"V8316"	0	-0.0385	-0.0144
"V8317"	0	0.6582	-0.0427
"V8318"	0	0	-0.0381
"V8319"	0	-0.0182	0.3189
"V8320"	-0.0667	-0.0189	-0.0189
"V8321"	0.0588	-0.3149	-0.0142
"V8322"	-0.0667	-0.0638	0.1237
"V8323"	0	-0.0769	-0.0083
"V8324"	0	0	-0.0248
"V8325"	0	0	-0.0233
"V8326"	-0.4545	0.1852	0.0075
"V8327"	0	0	-0.0937
"V8328"	-0.2727	0.2308	0.0107
"V8329"	-0.0667	0	-0.0141
"V8330"	0	0	0.7378
"V8331"	0	0.4054	0.6215
"V8332"	0	0.4054	0.6442
"V8333"	0	-0.05	-0.0074
"V8334"	-0.1111	0.2	-0.1904
"V8335"	0	0	-0.0349
"V8336"	-1	-0.2414	-0.4839
"V8337"	0	-0.375	-0.2334
"V8338"	0	0	-0.0204
"V8339"	0	-0.12	0.2544
"V8340"	0	0	0.2665
"V8341"	-0.6	-0.4545	-0.0549
"V8342"	-0.2	0.2542	-0.076
"V8343"	0	-0.0222	-0.0112
"V8344"	0	-0.0476	-0.1169
"V8345"	-0.0667	-0.1429	0.037
"V8346"	-0.2308	-0.3333	-0.0492
"V8347"	-0.1429	-0.1304	-0.0989
"V8348"	-0.0667	-0.102	-0.1383
"V8349"	0	-0.0909	-0.0886
"V8350"	0	-0.0233	-0.038
"V8351"	0	0	1
"V8352"	1	-0.2986	-0.0149
"V8353"	0	-0.1	0.0808
"V8354"	0	0	-0.0208
"V8355"	0	-0.0909	0
"V8356"	0	-0.0476	-0.1209
"V8357"	1	0	0.3158
"V8358"	-0.0667	0.6575	-0.0055
"V8359"	-0.0769	0.2727	0.3721
"V8360"	0.5172	-0.0887	0.2151
"V8361"	1	-0.0233	0.0813
"V8362"	0	0	0.3883
"V8363"	0	0	0.2267
